hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
6.950522088353333,15,2,3,4.0,4.0,3.0,46,Travel_Rarely,Research & Development,2,1,Medical,1,513,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,No
6.848671352074723,9,2,3,4.0,1.0,4.0,53,Travel_Rarely,Research & Development,24,3,Other,1,1715,Female,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,14,8,10,No
7.140719544845833,15,3,4,3.0,4.0,2.0,51,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3059,Male,1,Sales Executive,Married,41050,4.0,Y,22,8,1,18.0,2,7,0,7,No
10.2999386434625,2,3,3,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2,No
8.011686746987777,12,3,3,3.0,2.0,3.0,28,Travel_Rarely,Human Resources,1,3,Medical,1,879,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0,Yes
6.085384872824444,14,3,3,3.0,3.0,3.0,22,Travel_Frequently,Research & Development,7,3,Medical,1,1656,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,Yes
7.560214190093611,7,4,4,3.0,2.0,3.0,53,Travel_Frequently,Sales,8,2,Medical,1,3443,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,No
7.814656403391111,6,2,3,1.0,3.0,3.0,27,Non-Travel,Sales,11,3,Technical Degree,1,529,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,No
5.940058009816944,6,3,3,3.0,2.0,2.0,36,Travel_Frequently,Sales,5,2,Marketing,1,643,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,No
8.748442659526944,5,3,3,3.0,4.0,3.0,34,Travel_Frequently,Research & Development,9,4,Life Sciences,1,1111,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,No
9.588636769299166,20,3,3,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2825,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2,No
8.907011378848612,5,2,3,3.0,4.0,2.0,36,Travel_Rarely,Sales,9,3,Marketing,1,845,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2,No
6.295962739848056,15,3,3,1.0,3.0,2.0,20,Travel_Rarely,Research & Development,6,3,Medical,1,599,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,No
5.6618540829986115,15,3,3,1.0,4.0,2.0,34,Travel_Rarely,Sales,2,3,Marketing,1,1127,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,No
7.750476349843611,4,4,3,4.0,3.0,4.0,39,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1350,Female,1,Research Scientist,Married,196580,4.0,Y,13,8,1,17.0,3,15,5,9,No
6.086054216867222,7,3,3,2.0,4.0,3.0,22,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1322,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,No
6.090158411423333,9,4,3,3.0,3.0,3.0,39,Travel_Rarely,Sales,26,4,Life Sciences,1,2923,Male,2,Research Director,Divorced,81610,7.0,Y,12,8,1,7.0,2,3,1,2,No
6.180560017849166,17,3,3,4.0,4.0,2.0,36,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3456,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,No
7.323312137438611,19,3,4,4.0,4.0,3.0,26,Travel_Rarely,Sales,1,3,Marketing,1,476,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,No
6.308825301204722,11,3,3,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,1,2500,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,No
5.883766175814166,8,3,3,2.0,3.0,4.0,31,Travel_Rarely,Sales,1,3,Life Sciences,1,3358,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,No
8.8780087014725,16,3,3,4.0,3.0,3.0,50,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3404,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,No
6.058831994645,6,3,3,4.0,1.0,1.0,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1034,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,Yes
6.445033467201944,22,3,4,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,5,3,Medical,1,2053,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,No
6.610930388219445,23,3,3,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3801,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,No
10.677703034359444,7,4,4,2.0,1.0,3.0,34,Travel_Frequently,Sales,17,1,Marketing,1,1653,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,Yes
6.442016956715555,16,3,3,1.0,3.0,2.0,38,Travel_Rarely,Research & Development,1,2,Medical,1,1436,Male,4,Laboratory Technician,Divorced,64720,0.0,Y,12,8,0,17.0,4,16,5,13,No
6.346180276661944,17,2,4,4.0,4.0,3.0,38,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3201,Male,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,7,0,5,No
7.427713074520278,18,3,3,1.0,4.0,3.0,37,Travel_Rarely,Research & Development,2,2,Medical,1,832,Male,1,Research Scientist,Married,20220,1.0,Y,12,8,0,10.0,1,10,3,7,No
7.0100792057116665,7,3,3,4.0,4.0,3.0,52,Non-Travel,Research & Development,1,4,Life Sciences,1,313,Male,5,Sales Executive,Married,97380,0.0,Y,18,8,2,5.0,2,4,1,2,No
9.6150401606425,14,3,3,4.0,1.0,3.0,34,Non-Travel,Research & Development,27,2,Life Sciences,1,1096,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,Yes
5.895283355644723,23,3,3,3.0,3.0,3.0,48,Travel_Rarely,Sales,3,3,Medical,1,3419,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,No
7.785269968763889,7,2,3,3.0,3.0,4.0,30,Travel_Rarely,Sales,3,4,Marketing,1,1915,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,No
7.224125390450555,18,3,3,2.0,2.0,3.0,33,Travel_Rarely,Sales,3,3,Life Sciences,1,953,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,No
8.634603971441111,13,4,3,4.0,3.0,3.0,50,Travel_Rarely,Sales,5,3,Medical,1,3206,Male,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,20,3,8,No
10.859905176260556,1,2,3,4.0,3.0,2.0,31,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3668,Male,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,10,6,7,Yes
9.4063933511825,12,1,3,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,1,947,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,Yes
10.323009817045833,11,3,3,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,4,2,Medical,1,2586,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,No
6.41557340473,17,3,3,1.0,3.0,3.0,40,Travel_Frequently,Sales,9,3,Marketing,1,344,Male,3,Manufacturing Director,Single,22380,,Y,14,8,0,10.0,3,1,0,0,No
8.549974341811666,13,3,3,3.0,1.0,2.0,46,Travel_Frequently,Research & Development,12,1,Medical,1,1306,Male,1,Laboratory Technician,Married,20740,2.0,Y,15,8,1,21.0,3,10,9,5,No
6.033892235608889,9,4,3,3.0,2.0,3.0,50,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4318,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4,No
6.255401606425556,17,3,3,4.0,2.0,2.0,33,Non-Travel,Research & Development,14,3,Other,1,1008,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,No
5.500344712181945,20,2,3,3.0,2.0,2.0,28,Travel_Rarely,Research & Development,5,1,Technical Degree,1,3756,Male,2,Laboratory Technician,Married,25590,1.0,Y,11,8,0,8.0,3,8,1,7,No
9.920391566265,12,3,3,1.0,1.0,3.0,33,Travel_Frequently,Research & Development,15,4,Medical,1,1727,Female,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,10,9,7,Yes
5.4792871485941665,22,3,3,4.0,3.0,3.0,36,Travel_Rarely,Sales,15,2,Life Sciences,1,1590,Male,1,Sales Executive,Married,96790,4.0,Y,12,8,0,6.0,1,2,2,2,No
7.255912539045,18,4,3,2.0,4.0,2.0,42,Travel_Frequently,Research & Development,9,4,Medical,1,1797,Male,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,24,14,9,No
6.457864792503333,12,3,3,4.0,2.0,3.0,33,Travel_Frequently,Research & Development,9,3,Life Sciences,1,56,Male,4,Research Director,Married,193920,6.0,Y,12,8,1,12.0,3,10,8,8,No
7.503563141454444,8,3,4,3.0,4.0,4.0,37,Non-Travel,Sales,24,2,Life Sciences,1,4257,Male,1,Research Scientist,Divorced,68150,5.0,Y,20,8,1,17.0,3,1,0,0,No
5.990580098170278,16,3,3,3.0,4.0,3.0,42,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2914,Female,2,Sales Executive,Married,34450,1.0,Y,11,8,2,22.0,2,22,11,15,No
7.812166443551944,15,3,3,4.0,4.0,1.0,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1903,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,No
6.458857652833333,19,2,3,3.0,1.0,2.0,30,Travel_Frequently,Sales,3,2,Medical,1,4369,Male,2,Healthcare Representative,Single,28620,5.0,Y,14,8,0,9.0,2,6,0,1,Yes
5.9894567157516665,23,2,3,3.0,3.0,3.0,44,Non-Travel,Research & Development,5,3,Life Sciences,1,3725,Male,1,Laboratory Technician,Single,23190,3.0,Y,18,8,0,7.0,4,5,0,3,No
5.4168797411869445,24,2,3,4.0,3.0,3.0,53,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2071,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,No
5.9027219991075,19,3,3,1.0,3.0,3.0,46,Travel_Rarely,Research & Development,6,4,Medical,1,3493,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,No
7.87010821062,4,3,3,4.0,1.0,2.0,23,Travel_Frequently,Research & Development,2,4,Life Sciences,1,4121,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0,Yes
9.328151494868333,19,2,3,4.0,3.0,2.0,31,Non-Travel,Research & Development,1,2,Medical,1,693,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,No
9.75745872378389,5,3,4,3.0,3.0,3.0,42,Travel_Frequently,Research & Development,10,1,Life Sciences,1,1760,Female,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,2,2,Yes
6.341740294511111,20,2,4,3.0,1.0,2.0,35,Travel_Rarely,Sales,6,4,Medical,1,1833,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,No
6.401403391343056,7,1,3,3.0,3.0,2.0,32,Travel_Rarely,Sales,10,3,Marketing,1,369,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,No
7.212363900044444,16,3,3,4.0,4.0,4.0,29,Travel_Frequently,Research & Development,6,2,Medical,1,4001,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,No
7.052688531905278,6,3,4,2.0,4.0,3.0,31,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2949,Male,3,Laboratory Technician,Married,20440,0.0,Y,21,8,0,10.0,2,9,7,8,No
5.6448270861222225,21,2,3,1.0,4.0,2.0,40,Travel_Rarely,Research & Development,1,4,Medical,1,1170,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0,No
5.762430834448889,11,3,3,4.0,4.0,2.0,37,Travel_Rarely,Sales,1,4,Life Sciences,1,3023,Male,2,Healthcare Representative,Divorced,133480,7.0,Y,14,8,0,8.0,4,6,0,4,No
6.985722891566111,20,3,3,2.0,3.0,3.0,54,Travel_Rarely,Sales,24,3,Marketing,1,2397,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,No
5.710493083444722,19,4,4,1.0,4.0,3.0,50,Travel_Rarely,Sales,27,3,Medical,1,1955,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,No
6.453641231592778,13,2,3,1.0,3.0,2.0,59,Travel_Frequently,Research & Development,10,4,Life Sciences,1,2753,Male,3,Research Scientist,Single,23080,7.0,Y,19,8,1,20.0,4,4,1,3,No
10.065757474341666,2,3,3,3.0,1.0,3.0,37,Travel_Rarely,Human Resources,9,3,Human Resources,1,1313,Male,2,Healthcare Representative,Divorced,54840,,Y,17,8,0,7.0,4,3,0,2,Yes
5.7144622936188885,15,3,3,4.0,3.0,3.0,37,Travel_Rarely,Sales,24,2,Life Sciences,1,3311,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,No
6.154141008478334,21,3,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,1,3,Medical,1,1358,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2,No
7.3514212405175,5,3,3,4.0,2.0,3.0,32,Travel_Rarely,Sales,1,3,Life Sciences,1,3888,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,Yes
7.3498136992413885,7,3,4,3.0,3.0,1.0,37,Non-Travel,Sales,8,4,Medical,1,2235,Male,1,Healthcare Representative,Single,75870,0.0,Y,22,8,1,7.0,5,6,1,3,No
8.547379518072223,20,2,3,1.0,3.0,3.0,41,Non-Travel,Research & Development,23,3,Life Sciences,1,3142,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,No
9.914447791164445,14,2,3,1.0,3.0,3.0,30,Travel_Rarely,Sales,2,3,Life Sciences,1,463,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,Yes
5.787734270414722,8,2,3,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3913,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,No
9.6947289156625,5,3,3,2.0,4.0,2.0,40,Travel_Rarely,Research & Development,2,4,Other,1,3018,Male,4,Research Scientist,Married,50330,2.0,Y,14,8,2,6.0,6,4,0,2,No
7.697816822846667,9,3,3,4.0,4.0,4.0,35,Travel_Frequently,Research & Development,3,3,Medical,1,591,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,No
6.629110887996389,7,2,3,4.0,4.0,3.0,38,Travel_Rarely,Sales,2,3,Marketing,1,1500,Female,1,Manager,Divorced,44480,9.0,Y,12,8,0,10.0,3,2,1,2,No
7.206867469879445,13,2,4,2.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,1,3833,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,No
7.899023873270833,14,3,3,2.0,1.0,3.0,38,Travel_Rarely,Sales,6,4,Life Sciences,1,1417,Female,3,Research Scientist,Married,107480,7.0,Y,15,8,0,17.0,3,1,0,0,Yes
5.731063141454444,13,3,3,4.0,1.0,3.0,39,Travel_Rarely,Research & Development,2,1,Medical,1,1209,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7,No
6.679244756804723,12,3,4,1.0,4.0,3.0,33,Travel_Rarely,Sales,5,4,Marketing,1,1649,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,Yes
7.9833846497097225,10,2,4,3.0,4.0,3.0,31,Travel_Rarely,Sales,9,4,Life Sciences,1,2571,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,No
7.285990629183333,11,2,4,4.0,2.0,4.0,36,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2903,Male,1,Healthcare Representative,Single,67350,8.0,Y,25,8,2,16.0,3,13,3,7,No
10.2200925925925,7,2,4,4.0,2.0,3.0,35,Travel_Rarely,Sales,2,1,Technical Degree,1,2558,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,No
6.296598616688889,8,3,3,3.0,1.0,3.0,27,Travel_Rarely,Sales,27,3,Life Sciences,1,1708,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2,Yes
6.120848951360833,18,3,3,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,1,1030,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,No
5.755362561356389,21,4,3,3.0,4.0,4.0,49,Travel_Rarely,Sales,7,2,Life Sciences,1,3290,Female,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,9,7,7,Yes
7.4043931280677775,15,4,3,3.0,3.0,3.0,26,Travel_Rarely,Research & Development,17,4,Life Sciences,1,2817,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,No
9.777776662204166,17,3,3,2.0,3.0,3.0,34,Travel_Rarely,Sales,25,5,Marketing,1,830,Female,1,Research Scientist,Married,41940,0.0,Y,17,8,2,12.0,3,11,5,7,No
6.639234716644166,5,3,3,1.0,1.0,3.0,40,Travel_Rarely,Research & Development,3,3,Other,1,1091,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,No
8.627533467201944,8,3,3,3.0,1.0,3.0,45,Travel_Rarely,Sales,29,2,Technical Degree,1,3825,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,No
5.7610285586788885,9,2,4,1.0,2.0,2.0,50,Travel_Rarely,Sales,8,4,Life Sciences,1,1492,Male,1,Research Scientist,Divorced,96670,3.0,Y,23,8,0,28.0,2,10,1,6,No
5.953782909415278,6,2,3,2.0,1.0,3.0,39,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,No
6.309892904953055,15,1,3,2.0,3.0,2.0,40,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,No
6.449557117358055,6,3,4,4.0,4.0,2.0,59,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2132,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,No
8.463939089691944,4,3,3,2.0,4.0,3.0,60,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,No
7.535359214636111,8,4,3,4.0,4.0,3.0,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1584,Female,2,Research Director,Single,66670,9.0,Y,12,8,1,6.0,6,3,1,2,No
6.259046184738889,13,2,3,2.0,,3.0,41,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3086,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7,No
5.801992414100833,10,2,4,4.0,4.0,3.0,45,Travel_Rarely,Sales,3,3,Life Sciences,1,835,Male,3,Laboratory Technician,Married,35800,4.0,Y,20,8,1,8.0,1,5,0,3,No
9.61010821062,12,3,3,3.0,4.0,1.0,51,Travel_Rarely,Research & Development,8,4,Life Sciences,1,4244,Female,5,Sales Representative,Single,24500,0.0,Y,12,8,1,11.0,2,10,1,0,No
6.302609326193611,9,3,3,4.0,2.0,3.0,30,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1650,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,No
6.922603748326389,20,3,3,2.0,3.0,3.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4024,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,No
9.122059348505,11,4,3,3.0,4.0,2.0,47,Travel_Rarely,Research & Development,6,4,Other,1,3275,Male,2,Manager,Married,63470,1.0,Y,14,8,0,26.0,2,26,3,0,No
5.924933065595556,10,3,3,3.0,3.0,2.0,30,Non-Travel,Research & Development,8,3,Life Sciences,1,2265,Male,1,Manufacturing Director,Divorced,21430,1.0,Y,17,8,1,1.0,2,1,0,0,No
7.272259036144445,19,2,3,1.0,1.0,4.0,32,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4293,Female,2,Research Director,Single,41480,7.0,Y,15,8,0,10.0,0,5,0,4,Yes
7.538845381525833,6,3,3,3.0,4.0,3.0,43,Travel_Frequently,Research & Development,7,4,Medical,1,1528,Male,4,Research Scientist,Single,24390,0.0,Y,15,8,0,9.0,2,8,1,7,No
6.856221552878056,6,2,3,3.0,2.0,4.0,46,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260,8.0,Y,11,8,0,23.0,1,13,5,1,No
7.245165104863889,15,2,3,1.0,3.0,3.0,23,Travel_Rarely,Research & Development,2,4,Medical,1,825,Female,2,Manager,Single,49360,0.0,Y,19,8,1,5.0,2,4,1,2,No
10.389475680499721,7,2,3,3.0,3.0,3.0,38,Travel_Rarely,Research & Development,6,2,Medical,1,3490,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,No
8.933678045515277,8,4,3,2.0,2.0,3.0,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,200,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,Yes
5.844894020526389,7,2,3,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2443,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,No
6.310013386880834,19,2,3,4.0,4.0,3.0,38,Travel_Rarely,Sales,2,3,Marketing,1,30,Female,1,Manager,Divorced,44480,9.0,Y,12,8,0,10.0,3,2,1,2,No
7.893450468540555,9,2,4,4.0,3.0,3.0,34,Non-Travel,Research & Development,7,4,Medical,1,2480,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,No
7.3402309236947225,10,2,3,4.0,3.0,1.0,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2454,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,No
9.550373717090556,4,1,3,1.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,1,3793,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,Yes
